Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MaritalStatus,Over18,StandardHours,EmployeeCount
48,No,Travel_Rarely,519,Research & Development,24,1,Human Resources,1735,3,Male,4,5,Manager,3,3660.0,3,No,15,3,4,2,38,1,4,14,12,5,15,Single,Y,80,1
35,No,Travel_Rarely,637,Sales,11,3,Human Resources,1736,3,Male,1,1,Laboratory Technician,4,1540.0,5,No,19,3,4,2,17,2,1,6,11,9,5,Married,Y,80,1
34,No,Travel_Rarely,894,Sales,11,1,Marketing,1737,3,Male,2,3,Manufacturing Director,3,1300.0,3,Yes,25,3,3,1,16,6,1,3,12,8,12,Single,Y,80,1
24,No,Travel_Frequently,775,Sales,9,1,Human Resources,1738,4,Female,2,5,Manufacturing Director,3,3140.0,9,No,22,4,3,0,40,0,1,0,6,11,6,Divorced,Y,80,1
58,No,Travel_Rarely,643,Research & Development,2,4,Medical,1739,3,Male,4,4,Manager,1,1040.0,4,No,16,3,2,1,40,2,4,12,10,3,16,Divorced,Y,80,1
56,Yes,Non-Travel,510,Research & Development,27,1,Marketing,1740,3,Male,2,3,Sales Executive,4,1990.0,7,No,11,3,1,0,38,0,1,19,13,15,14,Divorced,Y,80,1
39,No,Travel_Rarely,562,Research & Development,22,3,Marketing,1741,2,Female,3,2,Manager,3,4990.0,0,No,15,3,4,2,21,0,4,1,12,14,12,Single,Y,80,1
38,Yes,Travel_Rarely,457,Human Resources,24,5,Technical Degree,1742,4,Male,2,4,Human Resources,1,2330.0,2,No,18,3,2,0,37,2,3,2,2,13,15,Divorced,Y,80,1
50,Yes,Non-Travel,574,Research & Development,6,1,Human Resources,1743,4,Male,1,1,Manufacturing Director,3,5070.0,7,No,22,3,3,2,36,0,1,15,14,2,7,Divorced,Y,80,1
58,No,Travel_Rarely,1212,Research & Development,1,3,Medical,1744,4,Male,2,3,Laboratory Technician,4,2430.0,4,No,17,3,3,2,40,6,1,4,9,0,5,Single,Y,80,1
35,No,Non-Travel,1409,Research & Development,7,1,Other,1745,4,Male,4,5,Sales Executive,1,3410.0,8,Yes,19,3,2,3,33,1,3,15,0,1,8,Married,Y,80,1
48,No,Travel_Rarely,1251,Sales,18,3,Human Resources,1746,2,Female,2,4,Human Resources,4,1030.0,6,No,16,3,2,3,30,4,2,18,14,11,2,Divorced,Y,80,1
25,No,Travel_Frequently,772,Human Resources,28,3,Medical,1747,4,Female,4,5,Human Resources,4,4180.0,8,No,13,3,1,0,20,6,4,11,12,0,7,Divorced,Y,80,1
24,No,Travel_Rarely,730,Sales,6,2,Life Sciences,1748,4,Male,2,1,Sales Representative,1,4270.0,9,Yes,13,3,3,3,32,1,3,16,7,7,12,Married,Y,80,1
23,No,Travel_Rarely,491,Research & Development,19,1,Human Resources,1749,4,Female,2,4,Sales Executive,4,2920.0,0,No,17,3,1,2,19,5,3,2,8,4,10,Married,Y,80,1
41,No,Travel_Rarely,424,Human Resources,19,5,Marketing,1750,3,Male,4,1,Manufacturing Director,2,2820.0,6,No,16,3,2,3,23,3,1,5,15,13,13,Married,Y,80,1
24,No,Travel_Rarely,113,Research & Development,1,4,Technical Degree,1751,2,Male,2,4,Laboratory Technician,1,2190.0,7,Yes,22,3,1,1,23,0,1,17,8,10,2,Divorced,Y,80,1
57,No,Travel_Rarely,324,Research & Development,24,1,Human Resources,1752,2,Female,4,4,Manufacturing Director,1,3580.0,0,No,20,3,3,1,39,5,3,14,12,1,11,Married,Y,80,1
54,No,Travel_Rarely,1492,Research & Development,14,5,Marketing,1753,3,Male,1,5,Manager,2,4950.0,0,No,15,3,2,0,36,2,4,16,1,14,13,Married,Y,80,1
46,No,Travel_Frequently,1144,Research & Development,23,4,Marketing,1754,3,Female,4,5,Research Director,3,2680.0,9,No,23,3,4,3,28,4,1,5,3,5,5,Single,Y,80,1
40,No,Travel_Frequently,836,Research & Development,1,3,Technical Degree,1755,3,Female,3,5,Sales Representative,3,2090.0,7,Yes,14,3,1,2,29,2,3,17,3,12,3,Married,Y,80,1
28,No,Travel_Rarely,640,Research & Development,27,5,Life Sciences,1756,3,Male,3,4,Manufacturing Director,4,2830.0,5,No,18,3,1,2,33,0,1,11,12,13,7,Single,Y,80,1
43,No,Travel_Frequently,684,Research & Development,14,2,Life Sciences,1757,1,Male,2,5,Research Scientist,2,1180.0,6,Yes,16,3,3,1,25,4,3,17,12,10,17,Married,Y,80,1
57,No,Travel_Rarely,461,Human Resources,28,2,Marketing,1758,4,Male,4,4,Manager,4,1600.0,3,Yes,18,3,4,2,39,6,3,18,12,14,14,Single,Y,80,1
26,Yes,Travel_Rarely,1214,Sales,17,3,Life Sciences,1759,1,Female,2,4,Healthcare Representative,2,4040.0,9,Yes,20,4,1,1,18,0,3,7,7,4,9,Single,Y,80,1
18,No,Non-Travel,1089,Research & Development,9,4,Human Resources,1760,2,Male,2,3,Manufacturing Director,1,1600.0,4,No,23,3,4,2,12,6,1,6,3,4,16,Married,Y,80,1
46,No,Travel_Rarely,1260,Research & Development,11,4,Medical,1761,1,Female,1,5,Healthcare Representative,3,4180.0,4,No,18,3,2,2,28,0,3,16,6,0,8,Married,Y,80,1
59,No,Non-Travel,1219,Human Resources,7,2,Life Sciences,1762,2,Female,3,1,Research Director,3,3030.0,8,No,24,3,3,1,41,0,1,7,10,6,10,Single,Y,80,1
45,No,Travel_Frequently,460,Sales,9,2,Medical,1763,3,Male,3,2,Research Director,2,1840.0,2,No,24,3,1,2,27,6,4,5,7,3,12,Married,Y,80,1
52,No,Travel_Frequently,545,Research & Development,11,1,Medical,1764,3,Female,2,5,Research Director,4,940.0,0,No,20,3,4,1,34,3,4,1,1,1,5,Married,Y,80,1
36,No,Travel_Frequently,127,Sales,11,3,Marketing,1765,2,Male,3,4,Research Director,2,2580.0,1,No,18,3,3,1,26,4,1,8,11,3,16,Single,Y,80,1
32,No,Travel_Rarely,128,Research & Development,26,5,Life Sciences,1766,1,Male,2,1,Laboratory Technician,3,2970.0,9,Yes,20,3,4,0,14,5,4,2,4,0,14,Single,Y,80,1
48,No,Travel_Frequently,334,Research & Development,9,1,Medical,1767,3,Male,3,4,Sales Representative,1,13280.0,1,No,25,3,4,1,30,5,2,4,0,15,16,Single,Y,80,1
32,No,Travel_Rarely,1102,Research & Development,3,1,Life Sciences,1768,3,Male,2,3,Research Scientist,4,3650.0,9,No,16,3,1,1,14,3,3,15,4,11,9,Married,Y,80,1
56,No,Travel_Rarely,286,Research & Development,9,1,Marketing,1769,3,Female,2,1,Sales Executive,3,3090.0,5,No,18,3,4,1,38,1,1,10,14,10,3,Single,Y,80,1
57,Yes,Travel_Frequently,964,Research & Development,8,4,Human Resources,1770,3,Male,4,1,Manager,4,4140.0,7,Yes,22,3,4,0,39,3,3,2,2,0,11,Married,Y,80,1
40,No,Travel_Rarely,890,Human Resources,22,4,Marketing,1771,1,Female,1,3,Healthcare Representative,4,3590.0,9,Yes,19,4,2,0,26,1,3,17,0,2,1,Married,Y,80,1
43,No,Travel_Frequently,941,Research & Development,5,4,Medical,1772,3,Male,4,4,Manufacturing Director,2,7180.0,6,No,24,4,3,3,25,4,2,12,11,13,0,Married,Y,80,1
47,No,Travel_Rarely,730,Human Resources,5,4,Marketing,1773,2,Male,1,3,Healthcare Representative,3,2950.0,0,No,15,3,1,0,29,2,3,18,7,15,5,Divorced,Y,80,1
42,No,Travel_Rarely,579,Human Resources,15,5,Life Sciences,1774,3,Female,4,3,Sales Representative,4,5010.0,7,No,12,3,3,2,24,4,4,19,7,8,0,Divorced,Y,80,1
31,No,Non-Travel,1013,Research & Development,5,4,Human Resources,1775,4,Male,4,2,Sales Representative,3,3170.0,6,No,18,3,4,1,13,1,2,17,15,2,10,Married,Y,80,1
46,No,Travel_Rarely,644,Research & Development,26,5,Human Resources,1776,3,Female,4,5,Research Director,3,3520.0,1,No,13,3,4,1,28,6,1,13,1,2,4,Divorced,Y,80,1
34,No,Travel_Rarely,1434,Research & Development,2,3,Human Resources,1777,3,Male,3,3,Manufacturing Director,4,3300.0,9,Yes,15,3,4,3,16,4,1,1,15,1,5,Married,Y,80,1
30,No,Travel_Rarely,1461,Research & Development,13,1,Human Resources,1778,1,Male,4,1,Sales Representative,1,1480.0,5,No,14,3,3,0,12,4,4,14,6,4,4,Single,Y,80,1
45,No,Travel_Rarely,385,Research & Development,28,2,Other,1779,3,Female,4,1,Manager,1,4750.0,6,No,23,3,4,2,33,6,3,16,1,8,3,Married,Y,80,1
58,No,Travel_Rarely,1126,Sales,14,1,Other,1780,4,Female,2,4,Manufacturing Director,3,2080.0,5,No,22,3,2,2,40,3,1,14,7,1,8,Married,Y,80,1
39,Yes,Non-Travel,1273,Research & Development,1,5,Human Resources,1781,4,Female,2,1,Laboratory Technician,3,4630.0,0,Yes,23,3,3,1,21,0,2,16,10,9,15,Single,Y,80,1
31,No,Travel_Frequently,1374,Sales,18,4,Other,1782,3,Male,4,2,Manufacturing Director,4,2120.0,8,No,21,3,3,1,25,0,3,11,13,12,0,Divorced,Y,80,1
60,No,Travel_Rarely,1011,Research & Development,3,5,Technical Degree,1783,3,Female,1,3,Sales Representative,2,2340.0,2,No,19,4,4,2,42,0,3,8,15,10,17,Divorced,Y,80,1
36,No,Travel_Frequently,748,Sales,14,2,Marketing,1784,2,Male,3,4,Manufacturing Director,2,2060.0,4,No,24,3,1,2,20,3,4,2,2,4,4,Married,Y,80,1
54,No,Travel_Frequently,319,Research & Development,25,1,Life Sciences,1785,3,Male,4,2,Healthcare Representative,2,1450.0,7,No,18,3,2,3,36,3,2,0,15,13,13,Divorced,Y,80,1
18,No,Travel_Rarely,1162,Research & Development,27,1,Human Resources,1786,3,Female,3,5,Manager,2,3870.0,1,No,22,3,1,3,15,1,4,15,9,0,17,Divorced,Y,80,1
47,No,Travel_Rarely,1249,Research & Development,7,3,Medical,1787,1,Female,4,3,Research Director,2,2690.0,3,No,15,3,4,0,29,1,3,9,10,9,17,Married,Y,80,1
55,No,Travel_Rarely,566,Sales,20,5,Technical Degree,1788,3,Female,3,4,Manufacturing Director,2,2490.0,4,No,22,3,4,1,37,5,2,7,0,7,6,Married,Y,80,1
53,No,Travel_Rarely,353,Research & Development,16,3,Human Resources,1789,4,Female,4,4,Manufacturing Director,2,3530.0,8,No,17,3,2,0,35,5,1,8,4,13,16,Divorced,Y,80,1
59,No,Travel_Rarely,1351,Human Resources,10,4,Marketing,1790,4,Male,3,3,Manager,2,3020.0,1,No,17,3,3,0,41,5,4,11,8,15,13,Married,Y,80,1
21,No,Travel_Rarely,162,Research & Development,11,3,Medical,1791,1,Female,1,1,Sales Representative,1,2670.0,5,No,24,3,1,3,15,0,3,17,4,2,17,Single,Y,80,1
34,No,Travel_Rarely,968,Research & Development,5,1,Other,1792,2,Female,4,3,Research Scientist,2,1770.0,6,Yes,13,3,4,2,16,0,4,10,7,14,12,Married,Y,80,1
18,No,Travel_Frequently,224,Sales,2,1,Human Resources,1793,4,Male,4,4,Laboratory Technician,1,4030.0,9,No,12,3,2,2,27,3,1,3,4,0,0,Married,Y,80,1
45,No,Travel_Rarely,222,Research & Development,3,1,Medical,1794,3,Male,4,4,Human Resources,4,5580.0,1,No,18,4,1,0,27,4,4,18,4,0,12,Single,Y,80,1
34,Yes,Non-Travel,983,Research & Development,7,4,Marketing,1795,1,Female,4,4,Manager,3,2030.0,9,No,15,3,2,0,16,5,1,15,9,4,14,Divorced,Y,80,1
38,No,Non-Travel,772,Research & Development,2,5,Technical Degree,1796,2,Female,4,4,Research Director,1,1400.0,9,No,20,3,1,3,20,3,1,13,10,13,10,Single,Y,80,1
22,Yes,Travel_Rarely,380,Sales,3,1,Human Resources,1797,4,Male,4,3,Research Scientist,3,2730.0,3,No,22,3,3,1,31,2,2,13,6,6,9,Divorced,Y,80,1
46,No,Travel_Rarely,1154,Research & Development,13,2,Other,1798,2,Female,2,4,Manufacturing Director,4,3070.0,3,No,17,3,3,2,28,6,4,6,2,2,1,Married,Y,80,1
44,No,Non-Travel,1295,Research & Development,6,5,Human Resources,1799,3,Female,1,1,Research Director,1,3910.0,5,No,17,4,2,3,26,0,4,4,7,0,3,Married,Y,80,1
40,No,Travel_Frequently,149,Sales,5,3,Life Sciences,1800,4,Male,2,4,Manager,4,5210.0,1,No,11,3,1,3,22,5,2,20,13,13,9,Single,Y,80,1
57,No,Travel_Rarely,1101,Research & Development,11,5,Marketing,1801,3,Male,1,5,Human Resources,2,2040.0,8,No,11,4,1,1,39,3,2,16,4,12,8,Divorced,Y,80,1
18,No,Travel_Rarely,1378,Sales,11,4,Life Sciences,1802,2,Male,4,4,Sales Executive,1,5820.0,4,Yes,25,3,4,1,18,1,3,11,3,13,17,Single,Y,80,1
24,No,Travel_Rarely,1452,Sales,18,4,Technical Degree,1803,3,Female,2,2,Human Resources,4,4430.0,4,Yes,11,3,1,1,11,5,1,12,8,6,11,Divorced,Y,80,1
46,Yes,Travel_Rarely,1321,Research & Development,19,5,Other,1804,1,Male,2,1,Sales Executive,4,2560.0,6,Yes,22,4,3,3,28,3,4,8,14,7,15,Single,Y,80,1
48,No,Travel_Rarely,533,Human Resources,15,3,Other,1805,3,Female,1,5,Sales Executive,2,3470.0,5,No,18,3,4,2,30,5,2,17,1,0,16,Divorced,Y,80,1
27,No,Travel_Rarely,1409,Research & Development,5,1,Life Sciences,1806,4,Male,2,2,Research Scientist,2,2900.0,9,No,23,3,4,1,30,5,4,9,2,8,0,Divorced,Y,80,1
59,No,Travel_Rarely,1163,Human Resources,8,1,Life Sciences,1807,1,Male,1,1,Human Resources,1,2170.0,3,No,13,3,4,2,41,6,2,19,10,5,13,Married,Y,80,1
33,No,Non-Travel,606,Sales,27,3,Human Resources,1808,1,Male,4,4,Manager,4,3720.0,5,No,19,3,2,0,35,2,2,3,3,8,9,Married,Y,80,1
32,No,Travel_Rarely,1200,Research & Development,18,3,Medical,1809,1,Female,1,4,Human Resources,3,2250.0,1,No,23,3,2,1,21,6,1,1,1,14,2,Divorced,Y,80,1
49,No,Travel_Frequently,1421,Research & Development,10,1,Life Sciences,1810,2,Male,3,4,Laboratory Technician,3,2450.0,8,No,21,4,3,1,40,2,1,16,12,10,5,Single,Y,80,1
27,No,Travel_Rarely,816,Sales,14,5,Human Resources,1811,4,Male,4,4,Manufacturing Director,4,3470.0,3,Yes,16,3,4,2,13,0,2,1,14,10,13,Single,Y,80,1
44,No,Travel_Frequently,646,Research & Development,3,3,Medical,1812,4,Male,1,1,Healthcare Representative,2,4950.0,6,Yes,13,4,2,1,26,0,4,3,0,10,6,Divorced,Y,80,1
23,Yes,Travel_Rarely,708,Research & Development,4,4,Other,1813,1,Male,4,3,Manufacturing Director,4,1890.0,8,Yes,18,3,4,2,5,5,4,19,11,2,11,Single,Y,80,1
52,No,Non-Travel,145,Research & Development,1,4,Life Sciences,1814,3,Female,4,2,Sales Executive,4,2300.0,6,No,16,3,1,2,34,2,2,7,11,10,0,Single,Y,80,1
29,No,Travel_Rarely,1397,Human Resources,8,4,Life Sciences,1815,4,Female,1,4,Research Scientist,1,1790.0,2,No,20,3,1,3,31,1,1,14,9,3,1,Single,Y,80,1
31,No,Travel_Rarely,1202,Research & Development,5,1,Life Sciences,1816,1,Male,2,4,Human Resources,1,2240.0,1,Yes,13,3,4,3,34,4,4,0,4,7,2,Married,Y,80,1
60,No,Non-Travel,285,Human Resources,2,5,Other,1817,3,Male,2,3,Healthcare Representative,4,2730.0,5,Yes,23,3,3,0,42,1,2,16,7,1,15,Single,Y,80,1
25,Yes,Travel_Rarely,201,Sales,26,3,Marketing,1818,2,Female,4,1,Laboratory Technician,3,2280.0,2,Yes,21,3,4,1,7,5,4,3,4,3,7,Married,Y,80,1
28,Yes,Non-Travel,562,Research & Development,12,1,Life Sciences,1819,2,Female,2,3,Sales Representative,2,2240.0,5,No,22,3,4,2,37,0,1,18,9,5,6,Married,Y,80,1
36,No,Travel_Rarely,291,Research & Development,20,1,Life Sciences,1820,1,Female,3,4,Manager,3,1960.0,6,Yes,18,3,2,2,36,0,1,6,6,14,3,Married,Y,80,1
59,No,Travel_Rarely,1489,Research & Development,10,1,Other,1821,3,Male,4,4,Manufacturing Director,1,4690.0,3,No,12,3,4,2,41,3,1,18,9,15,17,Divorced,Y,80,1
24,No,Travel_Rarely,491,Sales,11,5,Marketing,1822,4,Male,1,3,Sales Executive,3,3140.0,4,No,13,3,4,3,16,4,3,11,9,14,8,Single,Y,80,1
43,No,Non-Travel,590,Human Resources,27,1,Marketing,1823,1,Male,3,2,Sales Representative,4,6390.0,0,No,16,4,1,2,25,4,3,14,2,8,7,Divorced,Y,80,1
33,No,Travel_Rarely,386,Research & Development,5,4,Technical Degree,1824,4,Female,4,1,Laboratory Technician,3,2330.0,0,No,24,3,2,1,15,6,2,16,9,7,10,Married,Y,80,1
43,No,Travel_Rarely,625,Research & Development,1,4,Human Resources,1825,1,Male,4,5,Research Scientist,2,4220.0,7,No,21,3,4,2,38,1,4,2,0,1,2,Single,Y,80,1
25,No,Non-Travel,426,Research & Development,20,3,Medical,1826,4,Male,4,3,Research Director,3,5440.0,5,Yes,17,3,4,3,34,5,1,18,11,9,0,Divorced,Y,80,1
31,No,Travel_Rarely,922,Research & Development,18,3,Medical,1827,3,Male,2,1,Laboratory Technician,3,1950.0,0,No,24,3,1,3,18,1,3,7,15,8,8,Single,Y,80,1
34,No,Travel_Rarely,775,Research & Development,15,5,Human Resources,1828,4,Male,1,3,Sales Representative,2,8250.0,4,No,11,3,2,2,34,3,1,6,10,0,5,Married,Y,80,1
37,No,Non-Travel,722,Human Resources,6,3,Life Sciences,1829,2,Female,3,1,Manufacturing Director,3,1910.0,4,No,12,3,2,0,25,5,3,7,13,15,3,Single,Y,80,1
53,No,Travel_Rarely,1034,Research & Development,7,2,Medical,1830,4,Female,1,2,Research Scientist,1,4290.0,7,No,21,3,1,3,36,5,2,6,0,1,1,Single,Y,80,1
40,No,Travel_Rarely,253,Sales,24,1,Other,1831,1,Male,4,2,Manufacturing Director,4,1700.0,0,No,19,3,4,1,22,0,1,20,8,6,6,Divorced,Y,80,1
29,No,Travel_Rarely,263,Research & Development,6,4,Medical,1832,1,Female,1,1,Manufacturing Director,1,3180.0,0,No,12,3,2,0,25,1,3,0,14,13,0,Married,Y,80,1
48,No,Travel_Rarely,306,Sales,29,2,Marketing,1833,1,Female,3,1,Healthcare Representative,2,3570.0,0,No,22,3,1,2,39,5,2,13,11,1,10,Married,Y,80,1
40,No,Travel_Rarely,333,Research & Development,5,5,Technical Degree,1834,4,Male,3,1,Laboratory Technician,2,3080.0,6,No,13,3,2,3,33,3,3,5,9,0,10,Married,Y,80,1
56,No,Travel_Rarely,1439,Research & Development,9,5,Technical Degree,1835,1,Female,3,3,Healthcare Representative,4,7510.0,3,No,19,3,1,0,38,2,3,3,8,12,8,Married,Y,80,1
36,No,Travel_Rarely,381,Research & Development,12,1,Other,1836,4,Female,3,4,Manager,4,2300.0,6,No,15,3,4,3,40,2,2,9,4,6,4,Married,Y,80,1
56,No,Travel_Rarely,388,Research & Development,15,3,Technical Degree,1837,1,Female,4,5,Laboratory Technician,1,3030.0,9,Yes,24,4,2,2,38,5,1,7,6,0,9,Married,Y,80,1
59,No,Travel_Rarely,594,Research & Development,19,2,Marketing,1838,2,Male,3,3,Research Scientist,1,3140.0,4,Yes,14,4,2,0,41,3,1,3,13,2,10,Married,Y,80,1
60,No,Travel_Frequently,963,Research & Development,16,3,Life Sciences,1839,1,Male,4,2,Research Director,2,2060.0,6,No,18,3,1,3,42,2,2,7,5,14,12,Married,Y,80,1
32,No,Travel_Rarely,499,Research & Development,3,2,Marketing,1840,3,Male,4,2,Sales Representative,4,4010.0,4,No,13,3,2,1,32,6,2,19,8,5,12,Single,Y,80,1
27,No,Travel_Rarely,1060,Human Resources,20,1,Medical,1841,3,Male,1,1,Manager,1,12310.0,3,No,12,3,2,3,33,2,2,18,4,12,4,Divorced,Y,80,1
35,No,Travel_Rarely,976,Research & Development,5,5,Medical,1842,4,Male,1,2,Healthcare Representative,3,2640.0,6,No,16,3,1,0,17,5,4,11,2,11,2,Single,Y,80,1
24,Yes,Travel_Rarely,483,Research & Development,21,5,Human Resources,1843,3,Male,1,1,Manufacturing Director,3,3820.0,5,Yes,17,3,3,1,6,2,2,1,0,5,15,Single,Y,80,1
35,No,Non-Travel,1057,Research & Development,21,1,Other,1844,4,Male,2,2,Manager,2,1410.0,3,No,20,3,1,2,17,0,2,20,10,10,2,Married,Y,80,1
30,No,Travel_Rarely,1336,Research & Development,26,5,Technical Degree,1845,1,Male,1,3,Sales Executive,2,1570.0,0,No,16,3,3,2,25,3,4,0,1,10,16,Single,Y,80,1
59,No,Travel_Rarely,1394,Research & Development,8,5,Medical,1846,2,Male,1,1,Human Resources,2,2180.0,6,No,19,3,4,3,41,4,3,7,9,11,14,Single,Y,80,1
31,No,Non-Travel,262,Research & Development,27,4,Marketing,1847,2,Male,2,4,Research Scientist,2,1800.0,7,No,20,3,2,2,24,0,1,19,14,12,13,Divorced,Y,80,1
56,No,Travel_Frequently,105,Research & Development,26,3,Other,1848,2,Female,3,4,Sales Executive,2,3000.0,4,Yes,18,3,2,2,38,1,4,19,15,1,0,Married,Y,80,1
58,No,Travel_Rarely,746,Sales,1,1,Other,1849,3,Male,4,5,Sales Executive,1,3110.0,9,No,21,4,1,2,40,2,4,19,7,3,3,Married,Y,80,1
19,No,Travel_Frequently,1045,Human Resources,6,3,Marketing,1850,3,Male,2,3,Research Scientist,2,3390.0,8,Yes,18,3,4,2,9,5,4,2,1,15,5,Married,Y,80,1
23,Yes,Travel_Rarely,584,Human Resources,3,5,Human Resources,1851,1,Male,2,3,Laboratory Technician,2,3720.0,7,Yes,19,3,4,2,37,6,4,1,2,0,0,Married,Y,80,1
52,No,Travel_Rarely,392,Sales,4,3,Human Resources,1852,3,Male,2,4,Laboratory Technician,1,2590.0,1,Yes,25,3,3,0,34,2,2,2,7,6,0,Divorced,Y,80,1
59,No,Travel_Rarely,106,Research & Development,5,1,Human Resources,1853,3,Male,2,1,Research Director,3,4440.0,6,No,16,3,3,1,41,0,1,5,14,9,1,Married,Y,80,1
21,No,Travel_Rarely,1033,Research & Development,9,3,Human Resources,1854,4,Female,2,4,Sales Representative,4,1650.0,7,Yes,23,3,1,0,34,6,1,18,11,6,8,Married,Y,80,1
20,Yes,Travel_Rarely,332,Research & Development,8,1,Human Resources,1855,4,Male,1,2,Sales Executive,2,5740.0,3,No,19,3,4,1,26,2,4,3,10,7,12,Divorced,Y,80,1
47,No,Travel_Rarely,1292,Sales,4,1,Human Resources,1856,3,Female,3,3,Healthcare Representative,1,3830.0,0,Yes,13,3,2,3,29,1,1,15,1,13,12,Single,Y,80,1
28,No,Travel_Rarely,338,Human Resources,15,4,Human Resources,1857,4,Male,1,5,Healthcare Representative,4,4020.0,0,No,21,3,3,0,10,1,1,12,3,2,11,Married,Y,80,1
40,No,Travel_Rarely,1471,Research & Development,24,4,Human Resources,1858,2,Male,4,5,Human Resources,1,2240.0,4,No,20,3,3,2,22,2,3,3,6,14,15,Married,Y,80,1
55,No,Travel_Rarely,1164,Sales,23,3,Human Resources,1859,1,Male,4,3,Human Resources,2,3890.0,7,Yes,16,3,3,2,37,4,4,17,4,0,8,Divorced,Y,80,1
53,No,Travel_Rarely,457,Research & Development,10,3,Human Resources,1860,4,Female,1,5,Sales Representative,4,2890.0,3,No,22,3,1,3,35,3,4,15,3,12,15,Single,Y,80,1
41,No,Travel_Rarely,542,Research & Development,18,2,Technical Degree,1861,1,Male,1,4,Research Scientist,4,5310.0,0,No,11,3,1,2,30,2,4,11,11,0,3,Married,Y,80,1
23,No,Travel_Frequently,1372,Research & Development,21,4,Other,1862,2,Female,4,5,Research Scientist,2,2130.0,2,Yes,11,3,4,2,5,0,4,14,3,14,14,Married,Y,80,1
46,No,Travel_Rarely,1008,Sales,8,4,Medical,1863,3,Female,4,2,Research Scientist,4,2500.0,2,No,22,4,2,2,28,3,4,12,11,6,0,Married,Y,80,1
39,No,Travel_Frequently,111,Sales,20,3,Human Resources,1864,2,Female,4,1,Research Director,4,1470.0,8,No,24,4,1,0,29,3,1,16,7,4,14,Divorced,Y,80,1
26,Yes,Travel_Rarely,1277,Research & Development,11,4,Marketing,1865,1,Female,3,5,Research Director,3,2270.0,3,No,22,3,4,0,16,1,1,7,0,2,7,Single,Y,80,1
28,No,Travel_Rarely,310,Research & Development,21,1,Marketing,1866,3,Female,2,5,Sales Representative,4,2250.0,3,Yes,12,3,3,1,28,5,2,16,10,2,14,Single,Y,80,1
37,No,Travel_Rarely,281,Research & Development,11,4,Medical,1867,4,Female,1,2,Sales Executive,3,2860.0,3,No,25,4,3,1,19,2,4,0,8,12,5,Single,Y,80,1
26,No,Travel_Frequently,846,Research & Development,17,4,Marketing,1868,2,Female,2,2,Sales Executive,2,4490.0,4,No,13,3,2,3,8,0,3,11,1,7,3,Single,Y,80,1
53,No,Travel_Rarely,1371,Sales,8,1,Human Resources,1869,1,Male,2,2,Sales Representative,1,3780.0,6,No,25,3,1,1,35,0,4,6,8,9,16,Divorced,Y,80,1
36,No,Travel_Rarely,529,Sales,5,1,Human Resources,1870,1,Female,4,3,Research Scientist,3,3720.0,3,No,15,3,1,0,18,3,3,18,11,4,1,Married,Y,80,1
45,No,Travel_Rarely,261,Research & Development,20,4,Other,1871,2,Male,1,3,Human Resources,3,4620.0,6,No,23,3,1,0,27,3,4,12,13,14,2,Single,Y,80,1
28,No,Non-Travel,578,Sales,19,2,Human Resources,1872,3,Female,2,4,Sales Executive,3,5200.0,4,No,15,3,1,2,10,0,1,12,2,9,5,Married,Y,80,1
50,No,Travel_Rarely,1232,Research & Development,8,3,Medical,1873,3,Female,3,2,Manager,3,3870.0,3,No,24,4,2,1,32,2,3,11,8,13,4,Divorced,Y,80,1
41,No,Travel_Rarely,436,Research & Development,5,1,Medical,1874,4,Male,1,4,Healthcare Representative,2,2720.0,7,Yes,24,4,3,3,34,2,3,9,5,14,10,Single,Y,80,1
54,Yes,Travel_Rarely,1308,Research & Development,11,4,Technical Degree,1875,2,Male,1,4,Sales Representative,1,2190.0,7,No,18,3,2,3,36,2,4,7,5,0,13,Married,Y,80,1
51,No,Travel_Rarely,134,Sales,23,5,Other,1876,4,Female,4,2,Sales Representative,4,3790.0,8,No,24,4,2,2,33,3,1,7,3,1,2,Single,Y,80,1
29,No,Travel_Rarely,628,Research & Development,9,2,Human Resources,1877,3,Male,4,5,Laboratory Technician,3,4410.0,3,No,13,3,3,3,11,4,3,17,14,12,0,Divorced,Y,80,1
33,No,Travel_Rarely,154,Human Resources,25,3,Other,1878,4,Male,3,5,Laboratory Technician,1,1720.0,3,No,22,4,2,0,15,6,1,11,0,11,3,Single,Y,80,1
47,No,Travel_Rarely,837,Human Resources,9,2,Life Sciences,1879,1,Female,2,5,Sales Representative,2,1370.0,6,Yes,21,3,2,0,34,5,3,0,7,1,10,Married,Y,80,1
28,No,Travel_Rarely,773,Research & Development,4,1,Marketing,1880,3,Female,2,1,Sales Representative,2,4890.0,5,No,25,3,3,0,24,5,4,17,5,1,17,Single,Y,80,1
49,No,Travel_Frequently,837,Research & Development,9,1,Technical Degree,1881,3,Female,3,3,Manager,3,5610.0,3,No,14,3,3,0,31,4,2,16,13,4,7,Single,Y,80,1
